City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Hami,CN,2021-11-22 00:52:15,42.8,93.45,24.33,52,1,1.59
295,Gat,IL,2021-11-22 00:52:15,31.61,34.7642,57.88,63,6,9.06
296,Montebello,US,2021-11-22 00:52:16,34.0095,-118.1053,83.89,18,1,1.01
297,Turtas,RU,2021-11-22 00:52:16,58.9417,69.1325,22.33,93,100,9.08
298,Marsa Matruh,EG,2021-11-22 00:52:17,31.3525,27.2453,61.0,88,40,11.5
299,Suntar,RU,2021-11-22 00:52:18,62.1444,117.6319,-18.96,100,91,1.57
300,Emerald,AU,2021-11-22 00:52:18,-23.5333,148.1667,84.34,48,40,11.5
301,Spearfish,US,2021-11-22 00:52:19,44.4908,-103.8594,42.31,50,1,1.99
302,Anlu,CN,2021-11-22 00:52:20,31.1661,112.5831,45.45,20,100,8.5
303,Lyngseidet,NO,2021-11-22 00:52:20,69.5763,20.2189,26.69,92,89,9.33
304,Lorengau,PG,2021-11-22 00:52:21,-2.0226,147.2712,86.18,66,39,4.9
305,Zhigansk,RU,2021-11-22 00:52:22,66.7697,123.3711,-31.22,99,100,3.76
306,Inhambane,MZ,2021-11-22 00:52:22,-23.865,35.3833,73.58,73,100,8.16
307,Kawalu,ID,2021-11-22 00:52:23,-7.3817,108.2082,80.76,79,92,1.59
308,Los Llanos De Aridane,ES,2021-11-22 00:52:24,28.6585,-17.9182,65.95,86,0,5.99
309,Airai,TL,2021-11-22 00:52:24,-8.9266,125.4092,74.1,58,100,1.25
310,Aasiaat,GL,2021-11-22 00:52:25,68.7098,-52.8699,21.02,78,100,7.27
311,Belaya Gora,RU,2021-11-22 00:52:26,68.5333,146.4167,-12.59,99,100,2.42
312,Arman,RU,2021-11-22 00:52:27,59.7,150.1667,11.88,76,100,9.98
313,Beatrice,US,2021-11-22 00:52:27,40.2681,-96.747,37.49,52,1,8.05
314,Fortuna,US,2021-11-22 00:52:28,40.5982,-124.1573,58.08,69,1,0.0
315,Nome,US,2021-11-22 00:52:29,64.5011,-165.4064,1.47,67,1,3.44
316,Santa Rosa,PH,2021-11-22 00:52:29,14.3122,121.1114,86.86,71,3,5.77
317,Agde,FR,2021-11-22 00:52:30,43.3108,3.4758,51.46,83,0,9.22
318,Fallon,US,2021-11-22 00:52:31,39.4735,-118.7774,49.87,44,20,6.91
319,Bambanglipuro,ID,2021-11-22 00:52:32,-7.95,110.2833,67.6,76,99,3.29
320,Longyearbyen,SJ,2021-11-22 00:53:34,78.2186,15.6401,-3.96,86,74,4.21
321,Boyolangu,ID,2021-11-22 00:53:34,-8.1181,111.8935,83.59,74,62,5.82
322,Cockburn Town,TC,2021-11-22 00:53:35,21.4612,-71.1419,80.56,74,40,9.22
323,Lerwick,GB,2021-11-22 00:52:38,60.1545,-1.1494,46.4,87,100,20.62
324,Kodiak,US,2021-11-22 00:53:36,57.79,-152.4072,25.38,64,1,7.34
325,Iqaluit,CA,2021-11-22 00:53:36,63.7506,-68.5145,13.73,85,90,5.75
326,Bonthe,SL,2021-11-22 00:53:37,7.5264,-12.505,79.11,83,6,6.69
327,Rakke,EE,2021-11-22 00:53:38,58.9817,26.2544,27.91,57,4,9.01
328,Road Town,VG,2021-11-22 00:53:38,18.4167,-64.6167,80.01,88,40,13.8
329,Stornoway,GB,2021-11-22 00:53:39,58.2093,-6.3865,39.16,93,75,6.91
330,Wawa,NG,2021-11-22 00:53:40,9.9022,4.4192,77.34,36,72,3.0
331,Meybod,IR,2021-11-22 00:53:41,32.2501,54.0166,53.62,48,68,1.86
332,Manggar,ID,2021-11-22 00:53:41,-2.8833,108.2667,84.07,74,40,2.42
333,San Cristobal,VE,2021-11-22 00:53:42,7.7669,-72.225,71.78,94,94,1.54
334,Jawala Mukhi,IN,2021-11-22 00:53:43,31.8833,76.3167,54.01,36,0,3.8
335,Richards Bay,ZA,2021-11-22 00:53:43,-28.783,32.0377,68.92,89,100,10.56
336,Jieshi,CN,2021-11-22 00:53:44,22.8134,115.8257,66.94,67,76,19.17
337,Fairbanks,US,2021-11-22 00:51:31,64.8378,-147.7164,-12.41,67,1,0.0
338,Sao Joao Da Barra,BR,2021-11-22 00:53:45,-21.6403,-41.0511,68.68,72,98,8.19
339,Kencong,ID,2021-11-22 00:53:46,-8.2833,113.3667,81.37,75,62,1.5
340,Maraba,BR,2021-11-22 00:53:46,-5.3686,-49.1178,75.07,92,100,2.01
341,Ubinskoye,RU,2021-11-22 00:53:47,55.3068,79.6802,21.13,86,100,14.97
342,Bafq,IR,2021-11-22 00:53:47,31.6128,55.4107,57.22,42,94,1.61
343,San Quintin,MX,2021-11-22 00:53:49,30.4833,-115.95,64.2,75,100,8.9
344,Port Hawkesbury,CA,2021-11-22 00:52:01,45.6169,-61.3485,45.18,78,90,1.99
345,Swellendam,ZA,2021-11-22 00:53:50,-34.0226,20.4417,63.86,94,100,10.63
346,Khandbari,NP,2021-11-22 00:53:50,27.3747,87.2039,55.49,85,33,1.63
347,Araure,VE,2021-11-22 00:53:51,9.5601,-69.2148,76.69,83,81,1.25
348,Bluffton,US,2021-11-22 00:53:00,32.2371,-80.8604,62.94,86,20,4.61
349,Mikuni,JP,2021-11-22 00:53:52,36.2171,136.1519,66.11,91,100,9.4
350,San Rafael,AR,2021-11-22 00:52:29,-34.6177,-68.3301,80.51,31,1,3.6
351,Avera,US,2021-11-22 00:53:53,33.194,-82.5271,58.71,74,100,3.2
352,Arroyo,ES,2021-11-22 00:53:54,41.6096,-4.7969,50.18,80,100,5.75
353,Batetskiy,RU,2021-11-22 00:53:55,58.6461,30.3027,27.63,66,8,9.98
354,San Jose De Sisa,PE,2021-11-22 00:53:55,-6.6167,-76.6915,73.92,99,94,1.9
355,Rondonopolis,BR,2021-11-22 00:53:56,-16.4708,-54.6356,76.23,89,100,0.47
356,Bentiu,SS,2021-11-22 00:53:57,9.2333,29.8333,71.74,26,58,5.77
357,Husavik,IS,2021-11-22 00:53:58,66.0449,-17.3389,40.91,79,65,11.77
358,Caxito,AO,2021-11-22 00:53:58,-8.5785,13.6643,79.45,91,90,1.25
359,Paracatu,BR,2021-11-22 00:49:52,-17.2222,-46.8747,69.96,93,100,3.67
360,Kahului,US,2021-11-22 00:54:00,20.8947,-156.47,86.02,64,20,20.71
361,Meleuz,RU,2021-11-22 00:54:00,52.9667,55.9167,29.28,94,98,16.53
362,Vao,NC,2021-11-22 00:54:01,-22.6667,167.4833,74.44,78,4,9.28
363,Abu Samrah,SY,2021-11-22 00:54:01,35.3029,37.1841,55.31,71,11,2.39
364,Marsabit,KE,2021-11-22 00:55:02,2.3284,37.9899,66.06,73,7,9.6
365,Kolokani,ML,2021-11-22 00:55:03,13.5728,-8.0339,75.76,20,49,7.74
366,Sabang,ID,2021-11-22 00:55:04,5.8933,95.3214,80.94,76,95,5.75
367,Norfolk,US,2021-11-22 00:55:04,42.1668,-71.2495,52.52,84,100,5.99
368,Neiafu,TO,2021-11-22 00:55:05,-18.65,-173.9833,86.68,62,40,5.75
369,Dois Corregos,BR,2021-11-22 00:55:06,-22.3661,-48.3803,74.55,69,16,10.07
370,Yancheng,CN,2021-11-22 00:55:06,33.3856,120.1253,39.16,40,100,16.82
371,Khandyga,RU,2021-11-22 00:55:07,62.6667,135.6,-28.59,98,43,2.04
372,Anajatuba,BR,2021-11-22 00:55:08,-3.2644,-44.6197,76.01,94,42,4.65
373,Shingu,JP,2021-11-22 00:55:08,33.7333,135.9833,67.19,94,100,8.66
374,Uarini,BR,2021-11-22 00:55:09,-2.99,-65.1083,73.2,98,100,2.42
375,Talnakh,RU,2021-11-22 00:55:09,69.4865,88.3972,-19.44,79,21,9.15
376,Chuy,UY,2021-11-22 00:55:10,-33.6971,-53.4616,67.93,80,0,7.81
377,Doha,QA,2021-11-22 00:55:11,25.2867,51.5333,78.69,78,0,5.75
378,Pangai,TO,2021-11-22 00:55:11,-19.8,-174.35,84.31,65,20,9.22
379,Egvekinot,RU,2021-11-22 00:55:12,66.3167,-179.1667,-7.37,88,10,10.54
380,Merauke,ID,2021-11-22 00:55:13,-8.4667,140.3333,86.77,66,90,4.41
381,Platanos,GR,2021-11-22 00:55:14,37.6667,21.6167,58.08,84,29,5.97
382,Svetlogorsk,BY,2021-11-22 00:55:14,52.6333,29.7333,38.75,78,100,10.33
383,Podgorenskiy,RU,2021-11-22 00:55:15,50.405,39.6429,45.18,74,90,18.57
384,Pafos,CY,2021-11-22 00:53:41,34.7667,32.4167,62.51,63,8,8.05
385,Madaoua,NE,2021-11-22 00:55:16,14.073,5.96,77.86,19,5,5.84
386,Nantucket,US,2021-11-22 00:55:17,41.2835,-70.0995,56.03,89,100,21.52
387,Sur,OM,2021-11-22 00:55:17,22.5667,59.5289,76.01,46,71,14.03
388,Berlevag,NO,2021-11-22 00:55:18,70.8578,29.0864,23.36,86,100,7.99
389,Lufilufi,WS,2021-11-22 00:55:18,-13.8745,-171.5986,87.58,75,24,14.79
390,Wajima,JP,2021-11-22 00:55:19,37.4,136.9,59.68,77,75,1.14
391,Ust-Nera,RU,2021-11-22 00:55:20,64.5667,143.2,0.39,98,100,2.13
392,Ola,RU,2021-11-22 00:55:20,59.5833,151.2833,9.77,75,100,12.28
393,Beloha,MG,2021-11-22 00:55:21,-25.1667,45.05,65.1,73,0,10.16
394,Paamiut,GL,2021-11-22 00:55:22,61.994,-49.6678,20.12,92,34,5.44
395,Gafanha Da Encarnacao,PT,2021-11-22 00:55:23,40.6181,-8.733,54.77,79,0,1.86
396,Oussouye,SN,2021-11-22 00:55:24,12.485,-16.5469,80.69,64,87,5.55
397,Xining,CN,2021-11-22 00:55:24,36.6167,101.7667,23.34,50,2,2.24
398,Almaznyy,RU,2021-11-22 00:55:25,48.0448,40.045,41.14,87,85,16.84
399,Marienburg,PL,2021-11-22 00:55:22,54.0359,19.0266,41.95,72,100,5.39
400,Kiama,AU,2021-11-22 00:55:26,-34.6833,150.8667,71.38,59,93,11.54
401,Luancheng,CN,2021-11-22 00:55:27,37.8792,114.6517,30.36,22,0,4.97
402,Biltine,TD,2021-11-22 00:55:27,14.5333,20.9167,74.25,22,95,16.87
403,Korla,CN,2021-11-22 00:55:28,41.7597,86.1469,24.53,58,0,4.81
404,Nelson Bay,AU,2021-11-22 00:55:29,-32.7167,152.15,67.95,92,100,4.0
405,Mombetsu,JP,2021-11-22 00:55:30,44.3525,143.3525,38.86,87,75,8.05
406,Langenthal,CH,2021-11-22 00:55:30,47.2153,7.7961,42.28,97,100,4.07
407,Vestbjerg,DK,2021-11-22 00:55:31,57.1317,9.9594,33.67,86,40,0.0
408,Iquitos,PE,2021-11-22 00:55:32,-3.7481,-73.2472,78.84,89,75,3.44
409,Vanimo,PG,2021-11-22 00:56:32,-2.6741,141.3028,86.58,63,13,1.92
410,Chase,CA,2021-11-22 00:56:33,50.8165,-119.6857,39.7,98,100,3.87
411,Vardo,NO,2021-11-22 00:56:33,70.3705,31.1107,28.9,48,100,16.93
412,Sayyan,YE,2021-11-22 00:56:35,15.1718,44.3244,53.26,41,84,1.95
413,Katobu,ID,2021-11-22 00:56:35,-4.9408,122.5276,84.16,73,100,2.33
414,Aquiraz,BR,2021-11-22 00:56:35,-3.9014,-38.3911,81.18,82,13,8.5
415,Tumbagaan,PH,2021-11-22 00:56:36,5.3656,120.3139,84.07,70,32,2.89
416,Isla Mujeres,MX,2021-11-22 00:56:37,21.2311,-86.731,78.17,82,54,8.16
417,Livingstonia,MW,2021-11-22 00:56:37,-10.606,34.1063,67.48,61,12,0.58
418,Kargasok,RU,2021-11-22 00:56:38,59.0556,80.8572,14.07,93,98,10.49
419,Perigueux,FR,2021-11-22 00:56:39,45.1833,0.7167,42.96,90,100,4.63
420,Port Lincoln,AU,2021-11-22 00:56:39,-34.7333,135.8667,63.43,67,100,11.83
421,Batie,BF,2021-11-22 00:56:40,9.8833,-2.9167,76.44,25,9,1.01
422,Cherkasskoye,RU,2021-11-22 00:56:41,52.4333,47.2167,32.56,99,100,5.66
423,Kolda,SN,2021-11-22 00:56:42,12.8833,-14.95,73.71,88,69,0.0
424,Dauphin,CA,2021-11-22 00:56:42,51.1494,-100.0502,8.74,78,75,14.97
425,Flagstaff,US,2021-11-22 00:56:42,35.1981,-111.6513,46.56,38,1,6.91
426,Sananduva,BR,2021-11-22 00:56:43,-27.9497,-51.8067,62.94,66,0,2.46
427,Jimani,DO,2021-11-22 00:56:44,18.4917,-71.8502,84.09,78,99,1.3
428,Lexington,US,2021-11-22 00:51:51,37.9887,-84.4777,49.89,87,90,1.01
429,Marawi,PH,2021-11-22 00:56:45,7.9986,124.2928,73.65,73,98,2.44
430,Tondano,ID,2021-11-22 00:56:45,1.3038,124.9112,75.29,60,73,0.89
431,Manicore,BR,2021-11-22 00:56:46,-5.8092,-61.3003,76.24,91,100,1.81
432,Mehriz,IR,2021-11-22 00:56:47,31.5917,54.4318,48.7,54,67,2.48
433,Diego De Almagro,CL,2021-11-22 00:56:47,-26.3667,-70.05,66.69,31,100,2.37
434,Morondava,MG,2021-11-22 00:56:48,-20.2833,44.2833,79.02,82,7,6.93
435,Balkanabat,TM,2021-11-22 00:56:49,39.5108,54.3671,50.74,61,0,6.89
436,Belfast,GB,2021-11-22 00:56:50,54.5833,-5.9333,44.38,86,7,1.14
437,Chumikan,RU,2021-11-22 00:56:50,54.7183,135.315,2.55,76,100,0.74
438,Aberdeen,GB,2021-11-22 00:53:43,57.1437,-2.0981,40.5,92,19,10.36
439,Bonfim,BR,2021-11-22 00:56:51,3.0833,-59.95,77.34,86,100,2.53
440,Ataco,CO,2021-11-22 00:56:52,3.5915,-75.3818,73.53,88,60,3.67
441,Quatre Cocos,MU,2021-11-22 00:55:07,-20.2078,57.7625,73.51,72,11,7.92
442,Burnie,AU,2021-11-22 00:56:53,-41.0667,145.9167,63.95,55,14,7.05
443,Belmonte,BR,2021-11-22 00:56:54,-15.8631,-38.8828,72.1,90,97,11.3
444,Marmaris,TR,2021-11-22 00:56:54,36.855,28.2742,57.18,70,0,4.47
445,Kenora,CA,2021-11-22 00:56:55,49.8167,-94.4337,15.19,73,90,12.66
446,Makakilo City,US,2021-11-22 00:56:55,21.3469,-158.0858,81.61,62,3,14.7
447,Tete,MZ,2021-11-22 00:56:56,-16.1564,33.5867,82.49,65,40,13.0
448,Talara,PE,2021-11-22 00:56:57,-4.5772,-81.2719,63.68,87,42,10.69
449,Mao,ES,2021-11-22 00:56:57,39.8885,4.2658,54.16,94,20,5.75
450,Terrak,NO,2021-11-22 00:56:58,65.087,12.3715,35.47,93,100,8.57
451,Xuddur,SO,2021-11-22 00:56:59,4.1213,43.8894,68.41,92,96,11.5
452,Tungor,RU,2021-11-22 00:56:59,53.3808,142.9564,27.16,82,55,11.65
453,Yumen,CN,2021-11-22 00:57:00,40.2833,97.2,23.25,47,0,9.31
454,Inongo,CD,2021-11-22 00:57:01,-1.95,18.2667,69.57,92,100,1.86
455,Mbengwi,CM,2021-11-22 00:57:01,6.0167,10.0,64.0,85,19,1.99
456,Cannington,AU,2021-11-22 00:53:58,-32.0167,115.95,68.14,69,75,11.01
457,Aksha,RU,2021-11-22 00:58:02,50.2814,113.2867,4.68,74,16,4.32
458,Lundazi,ZM,2021-11-22 00:58:03,-12.2929,33.1782,73.09,51,97,8.61
459,Nhulunbuy,AU,2021-11-22 00:58:04,-12.2333,136.7667,90.21,55,84,11.5
460,Cartagena Del Chaira,CO,2021-11-22 00:58:04,1.3349,-74.8429,73.13,96,87,0.98
461,Lujan,AR,2021-11-22 00:58:05,-34.5703,-59.105,84.11,45,0,1.01
462,Magdagachi,RU,2021-11-22 00:58:05,53.45,125.8,10.81,41,100,7.25
463,Byron Bay,AU,2021-11-22 00:58:06,-28.65,153.6167,75.16,88,100,4.61
464,Berezovyy,RU,2021-11-22 00:58:07,51.6667,135.7,12.47,72,100,4.9
465,Morant Bay,JM,2021-11-22 00:58:07,17.8815,-76.4093,82.02,82,100,4.81
466,San Luis,AR,2021-11-22 00:58:08,-33.295,-66.3356,75.83,38,83,4.27
467,Albacete,ES,2021-11-22 00:56:02,38.8333,-2.0,48.18,93,75,5.75
468,Geraldton,AU,2021-11-22 00:58:09,-28.7667,114.6,70.21,52,75,16.11
469,Rosarito,MX,2021-11-22 00:58:10,32.3333,-117.0333,80.24,29,100,9.24
470,Abalak,RU,2021-11-22 00:55:58,58.1286,68.5944,22.17,94,100,8.81
471,Birao,CF,2021-11-22 00:58:11,10.2849,22.7882,70.21,25,99,8.05
472,Klaksvik,FO,2021-11-22 00:58:12,62.2266,-6.589,45.52,81,99,33.24
473,Ponnani,IN,2021-11-22 00:58:12,10.767,75.9252,76.32,92,13,3.71
474,Trairi,BR,2021-11-22 00:53:25,-3.2778,-39.2689,78.94,79,63,7.94
475,Gushi,CN,2021-11-22 00:58:14,34.6425,109.5843,36.93,23,0,2.04
476,Lubao,PH,2021-11-22 00:58:14,14.9167,120.55,86.02,73,5,4.25
477,Pudur,IN,2021-11-22 00:58:15,13.0,79.15,72.54,93,97,3.33
478,Kununurra,AU,2021-11-22 00:58:16,-15.7667,128.7333,93.18,46,40,8.05
479,Beaverlodge,CA,2021-11-22 00:58:17,55.2166,-119.4361,38.55,90,100,4.47
480,Kirakira,SB,2021-11-22 00:58:17,-10.4544,161.9205,86.09,66,24,6.58
481,Black Diamond,US,2021-11-22 00:58:18,47.3087,-122.0032,44.98,88,83,2.59
482,Vicuna,CL,2021-11-22 00:58:19,-30.0319,-70.7081,49.73,46,0,1.54
483,Yankton,US,2021-11-22 00:58:19,42.8711,-97.3973,30.11,38,100,5.12
484,Urdoma,RU,2021-11-22 00:58:20,61.7533,48.5442,17.1,97,95,4.0
485,Erenhot,CN,2021-11-22 00:58:21,43.6475,111.9767,11.7,43,0,12.01
486,Buchanan,LR,2021-11-22 00:58:21,5.8808,-10.0467,78.76,86,70,5.66
487,Charleston,US,2021-11-22 00:56:13,32.7766,-79.9309,62.02,88,75,3.0
488,Chandler,US,2021-11-22 00:58:22,33.3062,-111.8412,78.26,17,100,1.99
489,Pljevlja,ME,2021-11-22 00:58:23,43.3333,19.3333,41.05,88,24,3.98
490,Saliste,RO,2021-11-22 00:58:24,45.7963,23.8868,32.65,100,90,4.61
491,Laguna De Duero,ES,2021-11-22 00:58:25,41.5815,-4.7233,49.98,80,100,5.75
492,Zlobin,HR,2021-11-22 00:58:25,45.2924,14.6541,44.15,87,75,0.0
493,Rocha,UY,2021-11-22 00:58:26,-34.4833,-54.3333,71.38,60,5,8.99
494,Ancud,CL,2021-11-22 00:58:26,-41.8697,-73.8203,58.53,94,85,7.56
495,Bensonville,LR,2021-11-22 00:58:27,6.4461,-10.6125,78.35,93,12,1.45
496,Ontario,US,2021-11-22 00:57:46,34.0633,-117.6509,78.96,15,1,1.99
497,Cabedelo,BR,2021-11-22 00:58:28,-6.9811,-34.8339,81.27,75,12,13.67
498,Kollam,IN,2021-11-22 00:58:29,8.8833,76.6,76.87,90,12,5.1
499,Lodeynoye Pole,RU,2021-11-22 00:58:29,60.726,33.5531,25.41,84,100,10.0
500,Ojinaga,MX,2021-11-22 00:58:30,29.5667,-104.4167,67.41,32,40,19.57
501,Danielskuil,ZA,2021-11-22 00:58:31,-28.1887,23.5395,59.99,86,0,15.66
502,Porto Santo,PT,2021-11-22 00:59:31,33.072,-16.3415,68.31,82,75,13.8
503,Kloulklubed,PW,2021-11-22 00:59:32,7.0419,134.2556,84.4,77,69,15.52
504,Usoke,TZ,2021-11-22 00:59:33,-5.1667,32.35,69.06,80,100,3.06
505,Asilah,MA,2021-11-22 00:59:34,35.465,-6.0348,60.66,82,5,3.42
506,Bang Saphan,TH,2021-11-22 00:59:34,11.2126,99.5117,76.95,79,100,2.13
507,Genc,TR,2021-11-22 00:59:34,38.7507,40.5603,40.32,85,6,4.9
508,Collie,AU,2021-11-22 00:59:35,-33.3667,116.15,58.98,77,99,9.53
509,Viedma,AR,2021-11-22 00:59:36,-40.8135,-62.9967,67.46,45,97,14.41
510,Muborak,UZ,2021-11-22 00:59:36,39.2553,65.1528,48.31,40,1,4.65
511,Mahibadhoo,MV,2021-11-22 00:59:37,3.7833,72.9667,81.36,77,23,14.47
512,Sal Rei,CV,2021-11-22 00:59:38,16.1833,-22.9167,77.56,78,100,18.72
513,Teguldet,RU,2021-11-22 00:59:39,57.3064,88.1667,22.69,77,100,7.36
514,Harrisburg,US,2021-11-22 00:57:38,40.2737,-76.8844,48.43,88,100,1.01
515,Caborca,MX,2021-11-22 00:59:40,30.5838,-111.101,69.44,27,100,0.89
516,Bukama,CD,2021-11-22 00:59:40,-9.2,25.85,67.84,97,87,3.09
517,Bayanday,RU,2021-11-22 00:59:42,53.0661,105.5139,4.06,81,100,3.74
518,Abu Dhabi,AE,2021-11-22 00:55:24,24.4667,54.3667,73.42,68,0,5.75
519,Mehamn,NO,2021-11-22 00:55:57,71.0357,27.8492,27.34,64,100,22.37
520,Krasnyy Chikoy,RU,2021-11-22 00:59:43,50.3643,108.7512,-0.15,87,88,2.64
521,Saint-Georges,GD,2021-11-22 00:59:44,12.0564,-61.7485,80.28,83,20,12.66
522,San Carlos De Bariloche,AR,2021-11-22 00:55:25,-41.1456,-71.3082,59.45,55,75,19.57
523,Melo,UY,2021-11-22 00:59:45,-32.3667,-54.1833,69.82,58,0,6.31
524,Bonavista,CA,2021-11-22 00:59:46,48.6499,-53.1147,31.12,55,99,5.77
525,Palaikastron,GR,2021-11-22 00:59:46,35.2,26.25,59.92,68,0,4.76
526,Hebi,CN,2021-11-22 00:59:47,35.8992,114.1925,37.62,21,0,3.06
527,Jamsa,FI,2021-11-22 00:54:50,61.8642,25.19,26.35,78,19,8.59
528,Meadow Lake,US,2021-11-22 00:59:48,34.8014,-106.5436,52.48,42,0,3.94
529,Labuhan,ID,2021-11-22 00:59:49,-6.8844,112.2051,82.99,76,94,1.07
530,Watari,JP,2021-11-22 00:59:49,38.035,140.8511,49.84,93,75,3.44
531,Huarmey,PE,2021-11-22 00:59:50,-10.0681,-78.1522,65.93,82,99,7.11
532,Mahon,ES,2021-11-22 00:59:51,39.8885,4.2658,54.16,94,20,5.75
533,Correntina,BR,2021-11-22 00:59:51,-13.3433,-44.6367,72.91,85,100,4.21
534,Rovaniemi,FI,2021-11-22 00:59:52,66.5,25.7167,15.21,85,0,11.5
535,Kalabo,ZM,2021-11-22 00:59:52,-14.97,22.6814,67.32,91,77,4.94
536,Utete,TZ,2021-11-22 00:59:53,-7.986,38.758,70.32,97,61,1.83
537,Port Blair,IN,2021-11-22 00:59:54,11.6667,92.75,82.69,80,10,10.13
538,Tarbagatay,RU,2021-11-22 00:59:54,51.4803,107.3602,6.53,82,98,3.22
539,Havre,FR,2021-11-22 00:59:55,49.5833,0.3333,42.57,93,40,11.5
540,Zaraza,VE,2021-11-22 00:59:56,9.3503,-65.3245,75.47,83,67,4.61
541,Tateyama,JP,2021-11-22 00:59:56,34.9833,139.8667,62.53,88,75,1.14
542,Wajir,KE,2021-11-22 00:59:57,1.7471,40.0573,77.45,74,5,11.63
543,Hongjiang,CN,2021-11-22 00:59:57,27.11,109.9956,47.3,84,96,2.24
544,Porto Novo,BJ,2021-11-22 00:59:58,6.4965,2.6036,84.02,87,21,5.21
545,Ziyang,CN,2021-11-22 00:59:59,29.2497,117.8547,48.51,83,99,4.74
546,Karanganyar,ID,2021-11-22 00:59:59,-6.7072,111.0834,84.34,73,82,1.1
547,Araouane,ML,2021-11-22 01:00:00,18.9048,-3.5265,75.67,27,5,10.25
548,Gurjaani,GE,2021-11-22 01:00:01,41.7429,45.8011,41.07,84,8,3.6
549,Batagay-Alyta,RU,2021-11-22 01:01:01,67.8006,130.4114,-9.54,99,99,1.72
550,Itapaci,BR,2021-11-22 01:01:02,-14.9508,-49.5494,72.86,89,100,0.29
551,Tall Kayf,TR,2021-11-22 01:01:03,37.0833,41.0667,53.49,63,0,6.46
552,Sao Pedro Da Cadeira,PT,2021-11-22 01:01:03,39.0698,-9.3717,57.24,97,6,4.61
553,Oistins,BB,2021-11-22 01:01:04,13.0667,-59.5333,78.85,77,100,11.74
554,Mount Isa,AU,2021-11-22 01:00:07,-20.7333,139.5,89.37,29,0,6.91
555,Alugan,PH,2021-11-22 01:01:05,12.2188,125.4808,84.56,74,100,7.16
556,Bilma,NE,2021-11-22 01:01:06,18.6853,12.9164,75.29,23,0,7.47
557,Telchac,MX,2021-11-22 01:01:06,21.2,-89.2667,79.07,84,5,6.87
